,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
0,0,"Sun Feb 10, 2019 - Soccer",AC Milan,0,95%,-,+295,+316,+324,+317,-220,-209,-222,-208,-222,-208,-200,-208,-208,-204,-204,-209,-240,-,-,-282,-222,-222,-209,-222,-220,-222,-,-225,-133.36,0.6143,0.5942999999999999,324,0.2358,1,0,1.5198,0.4690839506172839,-146.4772,1.6827,1.6964000000000001,0.028,0.0508,1.669,0.02,0.0378
1,0,"Sun Feb 10, 2019 - Soccer",Cagliari Calcio,0,0%,-255,-204,-208,-222,-208,+650,+754,+575,+600,+732,+640,+625,+737,+727,+732,+732,+754,+676,-,-,+733,+732,+732,+754,+710,+650,+900,-,+650,558.12,0.2136,0.19360000000000002,900,0.1,1,0,0.936,0.10400000000000002,416.53,5.1653,5.2486,0.0047,0.006,5.082,0.0049,0.0064
2,0,"Sun Feb 10, 2019 - Soccer",Draw,0,5%,+574,+732,+737,+732,+640,+320,+320,+310,+325,+317,+320,+325,+324,+316,+316,+316,+320,+304,-,-,+396,+317,+317,+320,+305,+320,+370,-,+320,385.56,0.2185,0.1985,737,0.1195,1,0,0.6614,0.08974830393487113,403.78,5.0378,5.1186,0.0048,0.0062,4.957,0.0051,0.0066
3,1,"Sun Feb 10, 2019 - Soccer",Bologna FC,0,80%,+114,+148,+144,+137,+320,+140,+140,+130,+135,+137,+144,+135,+144,+145,+146,+146,+146,+130,-,-,+140,+137,+137,+140,+139,+140,+135,-,+130,146.6,0.4108,0.3908,320,0.2381,1,0,0.6414,0.20042500000000005,155.89,2.5589,2.5901000000000005,0.0124,0.0194,2.5277000000000003,0.0133,0.0215
4,1,"Sun Feb 10, 2019 - Soccer",Genoa FC,0,2%,+213,+228,+241,+225,+144,+235,+235,+215,+225,+225,+230,+225,+241,+228,+230,+230,+230,+219,-,-,+238,+225,+225,+235,+217,+235,+260,-,+230,226.84,0.3073,0.2873,260,0.2778,1,0,0.0343,0.013184615384615376,248.07,3.4807,3.5303,0.0078,0.0111,3.4311,0.0083,0.012
6,2,"Sun Feb 10, 2019 - Soccer",Atalanta Bergamasca,0,95%,-383,-288,-291,-303,+196,-300,-279,-333,-303,-303,-294,-286,-291,-296,-288,-288,-288,-351,-,-,-302,-303,-303,-279,-324,-300,-286,-,-333,-280.64,0.7334,0.7134,196,0.3378,1,0,1.1117,0.5671755102040816,-248.942,1.4017,1.4097,0.0464,0.0899,1.3937,0.02,0.0414
7,2,"Sun Feb 10, 2019 - Soccer",Spal 2013,0,2%,+705,+873,+899,+807,-294,+800,+835,+750,+800,+807,+800,+800,+899,+867,+873,+873,+873,+813,-,-,+800,+807,+807,+835,+845,+800,+1050,-,+900,796.76,0.1321,0.11209999999999999,1050,0.087,1,0,0.2891,0.02753809523809523,792.06,8.9206,9.079,0.0025,0.0029,8.7622,0.0026,0.003
8,2,"Sun Feb 10, 2019 - Soccer",Draw,0,2%,+394,+430,+433,+434,+800,+425,+425,+400,+425,+434,+420,+425,+433,+431,+430,+430,+430,+410,-,-,+431,+434,+434,+425,+418,+425,+480,-,+425,443.48,0.1862,0.16620000000000001,800,0.1111,1,0,0.4958,0.061975000000000016,501.68,6.0168,6.1171,0.0039,0.0048,5.9165,0.0041,0.0051
9,3,"Sun Feb 10, 2019 - Soccer",FC Torino,0,91%,-146,-130,-129,-133,+420,-135,-145,-137,-135,-133,-130,-133,-129,-132,-130,-130,-130,-147,-,-,-137,-133,-133,-145,-141,-135,-131,-,-138,-112.44,0.5583,0.5383,420,0.1923,1,0,1.7992,0.42837142857142857,-116.5909,1.8577,1.8749,0.0224,0.0391,1.8405,0.02,0.0362
10,3,"Sun Feb 10, 2019 - Soccer",Udinese Calcio,0,1%,+350,+460,+473,+428,-130,+450,+465,+400,+425,+428,+460,+425,+473,+456,+460,+460,+460,+430,-,-,+434,+428,+428,+465,+446,+450,+480,-,+400,422.16,0.199,0.17900000000000002,480,0.1724,1,0,0.0382,0.007958333333333359,458.66,5.5866,5.6783,0.0043,0.0054,5.4949,0.0045,0.0057
11,3,"Sun Feb 10, 2019 - Soccer",Draw,0,8%,+230,+252,+246,+246,+460,+250,+260,+230,+245,+246,+230,+245,+246,+251,+252,+252,+252,+234,-,-,+241,+246,+246,+260,+242,+250,+276,-,+250,256.32,0.2833,0.2633,460,0.1786,1,0,0.4745,0.10314782608695645,279.79,3.7979,3.8539,0.007,0.0096,3.7419,0.0074,0.0104
12,4,"Sun Feb 10, 2019 - Soccer",Sampdoria Genoa,0,66%,-203,-181,-188,-220,+230,-190,-185,-200,-189,-220,-182,-182,-188,-188,-181,-181,-181,-217,-,-,-209,-220,-220,-185,-200,-190,-188,-,-188,-177.72,0.6456,0.6255999999999999,230,0.303,1,0,1.0645,0.46281739130434774,-167.0844,1.5985,1.6105,0.0318,0.0588,1.5865,0.02,0.0388
13,4,"Sun Feb 10, 2019 - Soccer",Frosinone Calcio,0,27%,+469,+611,+632,+635,-182,+600,+620,+525,+550,+635,+540,+550,+632,+614,+611,+611,+611,+589,-,-,+581,+635,+635,+620,+591,+600,+720,-,+550,572.64,0.1626,0.1426,720,0.122,1,0,0.1693,0.023516666666666686,601.26,7.0126,7.132900000000001,0.0033,0.0039,6.8923000000000005,0.0034,0.0042
14,4,"Sun Feb 10, 2019 - Soccer",Draw,0,8%,+264,+307,+315,+330,+540,+310,+315,+285,+310,+330,+295,+310,+315,+311,+307,+307,+307,+295,-,-,+322,+330,+330,+315,+299,+310,+330,-,+280,320.2,0.2401,0.22010000000000002,540,0.1562,1,0,0.4086,0.07567407407407409,354.34,4.5434,4.6143,0.0055,0.0073,4.4725,0.0058,0.0078
15,5,"Sun Feb 10, 2019 - Soccer",US Sassuolo,0,80%,+420,+691,+638,+496,+295,+650,+695,+525,+550,+496,+640,+550,+638,+686,+691,+691,+691,+577,-,-,+652,+496,+496,+695,+677,+650,+630,-,+550,601.84,0.146,0.126,695,0.1258,1,0,0.0017,0.0002446043165467676,693.65,7.9365,8.075199999999999,0.0028,0.0033,7.7978,0.003,0.0035
16,5,"Sun Feb 10, 2019 - Soccer",Juventus Turin,0,10%,-189,-191,-187,-178,+640,-190,-190,-200,-196,-178,-204,-200,-187,-195,-191,-191,-191,-214,-,-,-259,-178,-178,-190,-205,-190,-173,-,-175,-159.64,0.6367,0.6167,640,0.1351,1,0,3.5636,0.5568093749999999,-160.901,1.6215,1.6339000000000001,0.0305,0.0562,1.6091,0.02,0.0385
