,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Sat Feb 02, 2019",L.A. Clippers,0,60%,-103,+123,+128,+125,+119,+105,+115,+120,+115,+125,+119,+123,+128,+115,+115,+115,+115,+115,-,-,+115,+125,+125,+115,+120,+105,+130,-,+120,119.0,0.457,0.437,130,0.4348,1,0,0.0051,0.003923076923077003,128.83,2.2883,2.3141,0.0243,0.0389,2.2625,0.0331,0.055
1,0,"Sat Feb 02, 2019",Detroit,0,40%,-117,-136,-138,-145,-139,-125,-135,-140,-135,-145,-139,-143,-138,-134,-135,-135,-135,-135,-,-,-135,-145,-145,-135,-140,-125,-133,-,-140,-137.2,0.5782,0.5582,-125,0.5556,1,0,0.0048,0.005950000000000122,-126.3424,1.7915,1.8073000000000001,0.0429,0.0713,1.7757,0.0367,0.0646
2,1,"Sat Feb 02, 2019",Brooklyn,0,71%,+105,+137,+140,+135,+135,+130,+135,+135,+130,+140,+135,+135,+140,+127,+138,+138,+138,+130,-,-,+130,+135,+135,+135,+140,+130,+140,-,+135,135.12,0.4254,0.4054,140,0.4167,0,1,-0.027,0.0,146.67,2.4667,2.496,0.0208,0.0328,2.4374000000000002,0.0321,0.0524
3,1,"Sat Feb 02, 2019",Orlando,0,29%,-125,-152,-150,-155,-155,-150,-155,-155,-150,-160,-155,-155,-150,-148,-158,-158,-158,-160,-,-,-155,-155,-155,-155,-160,-150,-146,-,-155,-154.2,0.6065,0.5865,-146,0.5935,0,1,-0.0118,0.0,-141.844,1.705,1.7190999999999999,0.0489,0.0817,1.6909,0.0376,0.0669
4,2,"Sat Feb 02, 2019",Chicago,0,45%,+230,+244,+270,+282,+235,+260,+245,+245,+245,+282,+235,+255,+270,+231,+250,+260,+250,+260,-,-,+265,+282,+282,+245,+240,+260,+266,-,+260,256.76,0.2808,0.2608,282,0.2618,0,1,-0.0037,0.0,283.44,3.8344,3.8911,0.0095,0.0137,3.7777,0.0278,0.0409
5,2,"Sat Feb 02, 2019",Charlotte,0,55%,-270,-276,-300,-350,-280,-320,-305,-290,-310,-350,-280,-310,-300,-277,-310,-320,-310,-320,-,-,-325,-350,-350,-305,-280,-320,-272,-,-320,-309.2,0.7548,0.7348,-272,0.7312,1,0,0.0049,0.01345600000000001,-277.0851,1.3609,1.3681,0.1005,0.1683,1.3537,0.042,0.0788
6,3,"Sat Feb 02, 2019",Milwaukee,0,88%,-270,-285,-290,-310,-300,-320,-325,-310,-330,-320,-300,-300,-290,-300,-310,-315,-310,-325,-,-,-320,-310,-310,-325,-300,-320,-280,-,-315,-308.8,0.7551,0.7351,-280,0.7368,0,1,-0.0024,0.0,-277.4695,1.3604,1.3676,0.1008,0.1686,1.3532,0.042,0.0788
7,3,"Sat Feb 02, 2019",Washington,0,12%,+230,+252,+260,+252,+250,+260,+265,+255,+255,+260,+250,+250,+260,+250,+250,+255,+250,+255,-,-,+255,+252,+252,+265,+250,+260,+272,-,+255,255.6,0.2813,0.2613,272,0.2688,0,1,-0.028,0.0,282.7,3.827,3.8835,0.0095,0.0137,3.7705,0.0278,0.0409
8,4,"Sat Feb 02, 2019",Indiana,0,49%,+135,+121,+125,+120,+115,+120,+115,+120,+115,+120,+115,+120,+125,+115,+115,+115,+115,+115,-,-,+120,+120,+120,+115,+125,+120,+125,-,+120,118.84,0.4571,0.4371,125,0.4444,0,1,-0.0165,0.0,128.78,2.2878,2.3136,0.0243,0.0389,2.262,0.0331,0.055
9,4,"Sat Feb 02, 2019",Miami,0,51%,-155,-133,-135,-140,-135,-140,-135,-140,-135,-140,-135,-140,-135,-132,-135,-135,-135,-135,-,-,-140,-140,-140,-135,-145,-140,-128,-,-140,-136.92,0.5778,0.5578,-128,0.5614,0,1,-0.0064,0.0,-126.1352,1.7928,1.8087,0.0428,0.0712,1.7769,0.0367,0.0646
10,5,"Sat Feb 02, 2019",Dallas,0,31%,-475,-234,-230,-240,-245,-250,-265,-270,-250,-240,-245,-240,-230,-274,-250,-250,-250,-255,-,-,-240,-240,-240,-265,-250,-250,-230,-,-250,-247.32,0.7118,0.6918,-230,0.697,0,1,-0.0074,0.0,-224.4669,1.4455,1.4544000000000001,0.0808,0.1359,1.4365999999999999,0.0408,0.0753
11,5,"Sat Feb 02, 2019",Cleveland,0,69%,+380,+209,+210,+199,+205,+210,+215,+230,+210,+199,+205,+205,+210,+228,+210,+210,+210,+205,-,-,+195,+199,+199,+215,+210,+210,+222,-,+210,209.2,0.3236,0.3036,230,0.303,1,0,0.0019,0.0008173913043477747,229.38,3.2938,3.3397,0.0122,0.0182,3.2479,0.0291,0.0443
12,6,"Sat Feb 02, 2019",New Orleans,0,65%,+400,+451,+460,+447,+450,+400,+465,+440,+450,+447,+450,+445,+460,+479,+445,+420,+420,+455,-,-,+435,+447,+447,+465,+450,+400,+480,-,+450,446.32,0.1833,0.1633,480,0.1724,0,1,-0.0529,0.0,512.37,6.1237,6.2262,0.0047,0.0062,6.0212,0.0249,0.0331
13,6,"Sat Feb 02, 2019",San Antonio,0,35%,-500,-537,-540,-600,-555,-600,-615,-600,-600,-600,-555,-570,-540,-633,-595,-570,-570,-610,-,-,-585,-600,-600,-615,-600,-600,-530,-,-600,-584.8,0.8537,0.8337,-530,0.8413,0,1,-0.009,0.0,-501.2531,1.1995,1.2035,0.1777,0.2858,1.1955,0.045,0.0867
14,7,"Sat Feb 02, 2019",L.A. Lakers,0,69%,+400,+536,+540,+506,+500,+450,+550,+500,+550,+506,+500,+500,+540,+533,+500,+450,+450,+550,-,-,+495,+506,+506,+550,+550,+450,+570,-,+525,512.52,0.1638,0.1438,570,0.1493,0,1,-0.0365,0.0,595.41,6.9541,7.073199999999999,0.004,0.0051,6.835,0.0243,0.0315
15,7,"Sat Feb 02, 2019",Golden State,0,31%,-500,-653,-660,-700,-650,-700,-725,-700,-750,-700,-650,-700,-660,-725,-725,-600,-600,-750,-,-,-690,-700,-700,-725,-750,-700,-600,-,-750,-690.52,0.8731,0.8531,-600,0.8571,0,1,-0.0047,0.0,-580.7201,1.1722,1.1756,0.2019,0.3201,1.1688,0.0456,0.0882
16,8,"Sat Feb 02, 2019",Denver,0,64%,-118,-105,-107,-110,-110,-125,-110,-105,-115,-110,-110,-110,-107,-116,-115,-,-120,-120,-,-,-110,-110,-110,-110,-105,-125,-103,-,-105,-111.375,0.5265,0.5065,-103,0.5074,0,1,-0.0018,0.0,-102.6378,1.9743,1.9938,0.0337,0.0553,1.9548,0.0352,0.0605
17,8,"Sat Feb 02, 2019",Minnesota,0,36%,-102,-105,-103,-110,-110,+105,-110,-115,-105,-110,-110,-110,-103,-100,-105,-,+100,+100,-,-,-110,-110,-110,-110,-115,+105,-102,-,-115,-73.25,0.5156,0.49559999999999993,105,0.4878,1,0,0.016,0.015219047619047507,101.78,2.0178,2.0382,0.0321,0.0524,1.9973999999999998,0.0349,0.0596
18,9,"Sat Feb 02, 2019",Houston,0,62%,+240,+235,+248,+245,+230,+250,+240,+240,+240,+245,+230,+240,+248,+240,+245,+245,+245,+240,-,-,+240,+245,+245,+240,+240,+250,+252,-,+235,242.12,0.2924,0.2724,252,0.2841,0,1,-0.0412,0.0,267.11,3.6711,3.7245,0.0102,0.0148,3.6177000000000006,0.0282,0.0418
19,9,"Sat Feb 02, 2019",Utah,0,38%,-280,-265,-270,-300,-275,-300,-290,-280,-300,-300,-275,-280,-270,-288,-295,-295,-295,-300,-,-,-295,-300,-300,-290,-285,-300,-260,-,-290,-287.92,0.7419,0.7219,-260,0.7222,0,1,-0.0004,0.0,-259.6054,1.3852,1.3929,0.094,0.1577,1.3775,0.0417,0.0778
