,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Average_Odds,Average_Probs,Max_Odds,Max_Implied_Prob,Consensus_Minus_Alpha,Signal,Payout_if_Win,Expected_Value
0,0,H2H,Oakland,0,62%,+150,+139,+167,+151,+150,+165,+160,+155,+170,+151,+150,+170,+167,+157,+163,+165,+165,+160,-,-,+170,+151,+166,+160,+153,+165,-,-,+160,159.58333333333334,0.3855994280087025,170,0.37037037037037035,0.3355994280087025,0,1.7,-0.09388154437650331
1,0,H2H,IUPUI,0,38%,-170,-163,-178,-175,-170,-190,-185,-175,-200,-175,-170,-200,-178,-192,-188,-195,-195,-190,-,-,-200,-175,-195,-185,-173,-190,-,-,-180,-184.04166666666666,0.6474476546325809,-163,0.6197718631178707,0.5974476546325809,0,0.6134969325153374,-0.036020041911848044
2,1,H2H,Green Bay,0,35%,+425,+378,+405,+367,+395,+375,+360,+375,+350,+367,+395,+375,+405,+349,+391,+391,+388,+400,-,-,+380,+367,+358,+400,+400,+375,-,-,+375,380.0416666666667,0.2085653968179634,405,0.19801980198019803,0.1585653968179634,0,4.05,-0.19924474606928488
3,1,H2H,Northern Kentucky,0,65%,-550,-485,-455,-475,-470,-550,-450,-500,-450,-475,-470,-475,-455,-472,-486,-486,-488,-550,-,-,-490,-475,-460,-525,-500,-550,-,-,-500,-487.1666666666667,0.8292809246779284,-450,0.8181818181818182,0.7792809246779283,0,0.2222222222222222,-0.04754553650475429
4,2,H2H,William & Mary,0,58%,+100,-123,-118,-125,-120,-125,-120,-125,-125,-125,-120,-123,-118,-121,-120,-,-,-,-,-,-125,-125,-120,-,-112,-125,-,-,-125,-122.0,0.5494396873537368,-112,0.5283018867924528,0.49943968735373684,0,0.8928571428571429,-0.05463202036614101
5,2,H2H,NC-Wilmington,0,42%,-120,+105,+108,+105,+100,+105,+100,+105,+105,+105,+100,+103,+108,+100,+100,-,-,-,-,-,+105,+105,+100,-,-108,+105,-,-,+105,93.05,0.49257144243477297,108,0.4807692307692307,0.442571442434773,0,1.08,-0.07945139973567217
6,3,H2H,Hofstra,0,14%,-350,-365,-355,-385,-360,-400,-390,-370,-400,-385,-360,-370,-355,-369,-370,-370,-379,-380,-,-,-370,-385,-385,-390,-360,-400,-,-,-380,-376.375,0.7899092505532951,-355,0.7802197802197802,0.739909250553295,0,0.28169014084507044,-0.05166560844577678
7,3,H2H,James Madison,0,86%,+290,+295,+320,+306,+300,+300,+310,+295,+310,+306,+300,+285,+320,+283,+310,+310,+319,+300,-,-,+290,+306,+306,+310,+300,+300,-,-,+300,303.375,0.24804850277061832,320,0.23809523809523808,0.1980485027706183,0,3.2,-0.16819628836340317
8,4,H2H,Memphis,0,62%,+180,+186,+190,+184,+185,+180,+185,+180,+180,+184,+185,+190,+190,+184,+180,+180,+180,+180,-,-,+180,+184,+184,+185,+185,+180,-,-,+180,183.375,0.35293795937056593,190,0.3448275862068966,0.30293795937056595,0,1.9,-0.12147991782535883
9,4,H2H,Temple,0,38%,-220,-221,-210,-220,-215,-220,-215,-220,-220,-220,-215,-220,-210,-227,-220,-220,-220,-220,-,-,-220,-220,-220,-215,-225,-220,-,-,-220,-218.875,0.6863528439516479,-210,0.6774193548387097,0.6363528439516478,0,0.47619047619047616,-0.06062199226185322
10,5,H2H,Wright State,0,47%,+150,+146,+160,+148,+650,+150,+155,+155,+650,+148,+155,+155,+650,+144,+155,+155,+650,+150,-,-,+650,+148,+148,+155,+650,+150,-,-,+650,296.9583333333333,0.3205120880660532,650,0.13333333333333333,0.2705120880660532,1,6.5,1.028840660495399
11,5,H2H,Texas State,0,53%,-170,-172,-170,-170,-1000,-170,-175,-175,-1000,-170,-175,-175,-1000,-176,-175,-175,-1000,-180,-,-,-1000,-170,-170,-175,-1000,-170,-,-,-1000,-414.2916666666667,0.7141033528767972,-170,0.6296296296296295,0.6641033528767971,1,0.5882352941176471,0.054752383980795405
12,6,H2H,Georgia State,0,53%,+425,+388,+420,+384,+632,+385,+415,+375,+600,+384,+400,+400,+711,+384,+407,+407,+626,+390,-,-,+710,+384,+384,+400,+711,+385,-,-,+600,470.0833333333333,0.18233533344576766,711,0.12330456226880396,0.13233533344576764,1,7.11,0.07323955424517559
13,6,H2H,Texas-Arlington,0,47%,-550,-500,-475,-500,-919,-570,-540,-500,-1000,-500,-475,-500,-1100,-526,-527,-527,-1010,-530,-,-,-1020,-500,-500,-525,-1100,-570,-,-,-1000,-663.0833333333334,0.858637494579873,-475,0.8260869565217391,0.808637494579873,0,0.21052631578947367,-0.02112303287699585
14,7,H2H,Georgia Southern,0,89%,+1000,+748,+1000,+837,+725,+725,+900,+725,+700,+837,+825,+900,+725,+741,+825,+825,+695,+830,-,-,-,+837,+837,+810,+711,+725,-,-,-,794.6818181818181,0.11256939431165844,1000,0.09090909090909091,0.06256939431165844,0,10.0,-0.31173666257175725
15,7,H2H,Elon,0,11%,-1500,-1158,-1200,-1400,-925,-1300,-1250,-1300,-950,-1400,-1200,-1350,-1000,-1299,-1275,-1275,-1020,-1320,-,-,-,-1400,-1400,-1160,-1100,-1300,-,-,-,-1226.4545454545455,0.9236191645550615,-925,0.9024390243902439,0.8736191645550615,0,0.10810810810810811,-0.03193552035790481
16,8,H2H,Charleston,0,49%,-450,-446,-450,-500,+711,-550,-510,-480,+675,-500,-450,-475,+700,-467,-489,-489,-,-510,-,-,-,-500,-500,-450,+675,-550,-,-,-,-264.5238095238095,0.6958706795002814,711,0.12330456226880396,0.6458706795002813,1,7.11,4.238011210747282
17,8,H2H,Northeastern,0,51%,+360,+351,+400,+384,-1100,+375,+385,+365,-1100,+384,+375,+375,-1000,+347,+389,+389,-,+380,-,-,-,+384,+384,+360,-925,+375,-,-,-,108.42857142857143,0.34356285098387057,400,0.2,0.2935628509838706,1,4.0,0.4678142549193529
18,9,H2H,Towson,0,0%,+800,+812,+950,+797,+725,+750,+905,+750,+650,+797,+850,+850,+725,+804,+812,+800,-,+840,-,-,+715,+797,+797,+840,+700,+750,-,-,+650,785.4782608695652,0.11368365367679632,950,0.09523809523809523,0.06368365367679632,0,9.5,-0.33132163639363865
19,9,H2H,Tulsa,0,100%,-1250,-1304,-1150,-1300,-1000,-1400,-1305,-1400,-1000,-1300,-1250,-1300,-925,-1493,-1262,-1250,-,-1360,-,-,-1065,-1300,-1300,-1190,-1000,-1400,-,-,-1000,-1228.4347826086957,0.9236115951524535,-925,0.9024390243902439,0.8736115951524535,0,0.10810810810810811,-0.03194390807430833
20,10,H2H,Cincinnati,0,52%,+650,+577,+635,+639,+155,+550,+630,+600,+155,+639,+635,+650,+160,+571,+560,+560,+155,+635,-,-,+155,+639,+639,+700,+145,+550,-,-,+155,478.7083333333333,0.2145266412678133,700,0.125,0.1645266412678133,1,7.0,0.3162131301425064
21,10,H2H,Samford,0,48%,-1000,-815,-800,-950,-175,-900,-880,-900,-175,-950,-850,-850,-170,-885,-860,-860,-175,-885,-,-,-185,-950,-950,-950,-165,-900,-,-,-175,-681.4583333333334,0.8219296306674678,-165,0.6226415094339622,0.7719296306674678,1,0.6060606060606061,0.23976577046593311
22,11,H2H,Wofford,0,55%,+180,+160,+177,+160,+400,+170,+165,+160,+425,+160,+170,+170,+420,+158,+165,+165,+407,+165,-,-,+400,+160,+160,+180,+400,+170,-,-,+400,236.125,0.32434920332047984,425,0.19047619047619047,0.27434920332047985,1,4.25,0.44033331743251913
23,11,H2H,Monmouth,0,45%,-220,-189,-192,-185,-475,-200,-190,-180,-525,-185,-195,-200,-475,-194,-195,-195,-527,-195,-,-,-525,-185,-185,-210,-500,-200,-,-,-525,-284.4583333333333,0.7097251241783402,-180,0.6428571428571429,0.6597251241783402,1,0.5555555555555556,0.026239082055195817
