,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
29,9,"Friday, February 08, 2019 - Soccer",Dijon FCO,0,0%,-,-,-,-,+238,-,-,-,+225,-,-,-,+240,-,-,-,+240,-,-,-,-,-,-,-,+215,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
30,10,"Friday, February 08, 2019 - Soccer",Olympique Marseille,0,91%,+229,-525,-,-,-106,-525,-,-,-,-525,-,-,+100,-525,-,-,+100,-525,-,-,-108,-525,-,-,-107,-525,-,-,-110,-300.4615,0.6888,0.6688,100,0.5,1,0,0.3376,0.3375999999999999,-201.9386,1.4952,1.5051,0.0381,0.0722,1.4853,0.02,0.0401
31,10,"Friday, February 08, 2019 - Soccer",Draw,0,0%,-104,+851,-,-,+285,+851,-,-,-,+851,-,-,+328,+851,-,-,+331,+851,-,-,+300,+851,-,-,+318,+851,-,-,+320,603.0,0.1684,0.1484,851,0.1052,1,0,0.4113,0.04832949471210339,573.85,6.7385,6.853300000000001,0.0034,0.0041,6.6237,0.0036,0.0044
32,10,"Saturday, February 09, 2019 - Soccer",Paris Saint-Germain,0,9%,+225,+472,-,-,+225,+472,-,-,-,+472,-,-,+243,+472,-,-,+240,+472,-,-,+231,+472,-,-,+229,+472,-,-,+240,362.4615,0.2321,0.2121,472,0.1748,1,0,0.2132,0.045172033898305076,371.48,4.7148,4.7890999999999995,0.0053,0.0069,4.6405,0.0055,0.0073
33,11,"Saturday, February 09, 2019 - Soccer",FC Girondins Bordeaux,0,6%,-,+101,-,-,+133,+101,-,-,+130,+101,-,-,+135,+101,-,-,+140,+101,-,-,-,+101,-,-,+136,+101,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
34,11,"Saturday, February 09, 2019 - Soccer",Draw,0,94%,-,+260,-,-,+232,+260,-,-,+220,+260,-,-,+230,+260,-,-,+242,+260,-,-,-,+260,-,-,+215,+260,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
35,11,"Saturday, February 09, 2019 - Soccer",SC Amiens,0,0%,-,+189,-,-,+212,+189,-,-,+200,+189,-,-,+210,+189,-,-,+217,+189,-,-,-,+189,-,-,+204,+189,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
36,12,"Saturday, February 09, 2019 - Soccer",SM Caen,0,100%,-,-106,-,-,+137,-106,-,-,-,-106,-,-,+135,-106,-,-,+140,-106,-,-,+129,-106,-,-,+133,-106,-,-,+138,5.3846,0.4732,0.4532,140,0.4167,1,0,0.0877,0.06262857142857142,120.65,2.2065,2.2306,0.016,0.0262,2.1824,0.0172,0.0297
37,12,"Saturday, February 09, 2019 - Soccer",Draw,0,0%,-,+268,-,-,+210,+268,-,-,-,+268,-,-,+236,+268,-,-,+242,+268,-,-,+225,+268,-,-,+229,+268,-,-,+225,249.4615,0.2872,0.2672,268,0.2717,0,1,-0.0167,0.0,274.25,3.7425,3.7974,0.0071,0.0098,3.6876000000000007,0.0075,0.0106
38,12,"Saturday, February 09, 2019 - Soccer",Racing Strasbourg,0,0%,-,+200,-,-,+205,+200,-,-,-,+200,-,-,+228,+200,-,-,+217,+200,-,-,+206,+200,-,-,+206,+200,-,-,+200,204.7692,0.3283,0.30829999999999996,228,0.3049,1,0,0.0112,0.004922807017543817,224.36,3.2436,3.2885,0.0087,0.0125,3.1987,0.0092,0.0136
39,13,"Saturday, February 09, 2019 - Soccer",SCO Angers,0,92%,-,+132,-,-,-,+132,-,-,-,+132,-,-,-,+132,-,-,-,+132,-,-,-,+132,-,-,-,+132,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
40,13,"Saturday, February 09, 2019 - Soccer",Draw,0,0%,-,+188,-,-,-,+188,-,-,-,+188,-,-,-,+188,-,-,-,+188,-,-,-,+188,-,-,-,+188,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
41,13,"Sunday, February 10, 2019 - Soccer",Montpellier HSC,0,8%,-,+192,-,-,-,+192,-,-,-,+192,-,-,-,+192,-,-,-,+192,-,-,-,+192,-,-,-,+192,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
42,14,"Sunday, February 10, 2019 - Soccer",AS Monaco,0,92%,-,+101,-,-,-117,+101,-,-,-117,+101,-,-,-117,+101,-,-,-117,+101,-,-,-117,+101,-,-,-117,+101,-,-,-117,-8.0,0.5183,0.49829999999999997,101,0.4975,1,0,0.0016,0.0015673267326731584,100.68,2.0068,2.0269,0.0191,0.0324,1.9867,0.02,0.0349
43,14,"Sunday, February 10, 2019 - Soccer",Draw,0,0%,-,+241,-,-,+277,+241,-,-,+277,+241,-,-,+277,+241,-,-,+277,+241,-,-,+277,+241,-,-,+277,+241,-,-,+277,259.0,0.2793,0.2593,277,0.2653,0,1,-0.0224,0.0,285.65,3.8565,3.9136,0.0068,0.0094,3.7994,0.0072,0.0101
44,14,"Sunday, February 10, 2019 - Soccer",FC Nantes,0,8%,-,+204,-,-,+216,+204,-,-,+216,+204,-,-,+216,+204,-,-,+216,+204,-,-,+216,+204,-,-,+216,+204,-,-,+216,210.0,0.3227,0.30269999999999997,216,0.3165,0,1,-0.0435,0.0,230.36,3.3036,3.3497,0.0084,0.0121,3.2575,0.0089,0.0132
45,15,"Sunday, February 10, 2019 - Soccer",Olympique Nimes,0,40%,-,+155,-,-,-115,+155,-,-,-115,+155,-,-,-119,+155,-,-,-117,+155,-,-,-128,+155,-,-,-119,+155,-,-,-115,18.3571,0.4669,0.44689999999999996,155,0.3922,1,0,0.1396,0.09006129032258059,123.76,2.2376,2.2624,0.0156,0.0255,2.2128,0.0168,0.0288
46,15,"Sunday, February 10, 2019 - Soccer",Draw,0,60%,-,+168,-,-,+359,+168,-,-,+355,+168,-,-,+344,+168,-,-,+356,+168,-,-,+333,+168,-,-,+344,+168,-,-,+355,258.7143,0.2979,0.2779,359,0.2179,1,0,0.2756,0.07675793871866295,259.84,3.5984,3.6503999999999994,0.0075,0.0105,3.5464,0.0079,0.0114
47,15,"Sunday, February 10, 2019 - Soccer",Toulouse FC,0,0%,-,+182,-,-,+263,+182,-,-,+260,+182,-,-,+255,+182,-,-,+263,+182,-,-,+242,+182,-,-,+255,+182,-,-,+260,219.4286,0.3175,0.2975,263,0.2755,1,0,0.0799,0.03038973384030415,236.13,3.3613,3.4085,0.0082,0.0118,3.3141,0.0087,0.0128
48,16,"Sunday, February 10, 2019 - Soccer",Stade Reims,0,0%,-,+213,-,-,-113,+213,-,-,-126,+213,-,-,-120,+213,-,-,-115,+213,-,-,-,+213,-,-,-119,+213,-,-,-115,60.2308,0.4218,0.4018,213,0.3195,1,0,0.2576,0.12095492957746476,148.88,2.4888,2.5186,0.013,0.0204,2.459,0.0139,0.0228
49,16,"Sunday, February 10, 2019 - Soccer",Draw,0,100%,-,+112,-,-,+353,+112,-,-,+310,+112,-,-,+320,+112,-,-,+359,+112,-,-,-,+112,-,-,+344,+112,-,-,+360,217.6923,0.3589,0.3389,360,0.2174,1,0,0.5589,0.1552611111111111,195.07,2.9507,2.9897,0.0099,0.0148,2.9116999999999997,0.0106,0.0162
50,16,"Sunday, February 10, 2019 - Soccer",EA Guingamp,0,0%,-,+205,-,-,+262,+205,-,-,+230,+205,-,-,+245,+205,-,-,+263,+205,-,-,-,+205,-,-,+255,+205,-,-,+264,227.2308,0.3074,0.2874,264,0.2747,1,0,0.0461,0.017475757575757558,247.95,3.4795,3.5291,0.0079,0.0111,3.4299,0.0083,0.012
51,17,"Sunday, February 10, 2019 - Soccer",Lille OSC,0,100%,-,+101,-,-,-119,+101,-,-,-125,+101,-,-,-118,+101,-,-,-115,+101,-,-,-,+101,-,-,-126,+101,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
52,17,"Sunday, February 10, 2019 - Soccer",Draw,0,0%,-,+228,-,-,+344,+228,-,-,+325,+228,-,-,+345,+228,-,-,+359,+228,-,-,-,+228,-,-,+310,+228,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
53,17,"Sunday, February 10, 2019 - Soccer",Stade Rennes,0,0%,-,+216,-,-,+255,+216,-,-,+240,+216,-,-,+255,+216,-,-,+263,+216,-,-,-,+216,-,-,+230,+216,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
54,18,"Sunday, February 10, 2019 - Soccer",AS Saint Etienne,0,100%,-,+292,-,-,-120,+292,-,-,-,+292,-,-,-113,+292,-,-,-115,+292,-,-,-124,+292,-,-,-124,+292,-,-,-120,102.1538,0.3884,0.3684,292,0.2551,1,0,0.4441,0.15209863013698632,171.44,2.7144,2.7487000000000004,0.0113,0.0173,2.6801,0.0121,0.0191
55,18,"Sunday, February 10, 2019 - Soccer",Draw,0,0%,-,-156,-,-,+320,-156,-,-,-,-156,-,-,+353,-156,-,-,+359,-156,-,-,+333,-156,-,-,+342,-156,-,-,+333,72.9231,0.4331,0.41309999999999997,359,0.2179,1,0,0.8961,0.24961810584958216,142.07,2.4207,2.4491,0.0136,0.0216,2.3923,0.0146,0.0241
56,18,"Sunday, February 10, 2019 - Soccer",OGC Nice,0,0%,-,+292,-,-,+245,+292,-,-,-,+292,-,-,+262,+292,-,-,+263,+292,-,-,+247,+292,-,-,+252,+292,-,-,+250,274.0769,0.2681,0.24810000000000001,292,0.2551,0,1,-0.0274,0.0,303.06,4.0306,4.091200000000001,0.0064,0.0087,3.97,0.0068,0.0094
57,19,"Sunday, February 10, 2019 - Soccer",Olympique Lyon,0,100%,-,-,-,-,-147,-,-,-,-149,-,-,-,-143,-,-,-,-141,-,-,-,-,-,-,-,-176,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
58,19,"Sunday, February 10, 2019 - Soccer",Draw,0,0%,-,-,-,-,+369,-,-,-,+360,-,-,-,+375,-,-,-,+398,-,-,-,-,-,-,-,+409,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
59,19,"Wednesday, February 13, 2019 - Soccer",SM Caen,0,0%,-,-,-,-,+298,-,-,-,+285,-,-,-,+305,-,-,-,+313,-,-,-,-,-,-,-,+275,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
60,20,"Wednesday, February 13, 2019 - Soccer",FC Nantes,0,100%,-,+345,-,-,-147,+345,-,-,-,+345,-,-,-138,+345,-,-,-141,+345,-,-,-149,+345,-,-,-152,+345,-,-,-138,119.2308,0.3934,0.3734,345,0.2247,1,0,0.6616,0.19177681159420293,167.81,2.6781,2.7116999999999996,0.0116,0.0177,2.6445,0.0123,0.0196
61,20,"Wednesday, February 13, 2019 - Soccer",Draw,0,0%,-,-162,-,-,+390,-162,-,-,-,-162,-,-,+392,-162,-,-,+398,-162,-,-,+363,-162,-,-,+381,-162,-,-,+350,87.6923,0.4294,0.4094,398,0.2008,1,0,1.0388,0.261008040201005,144.26,2.4426,2.4715,0.0134,0.0212,2.4137,0.0144,0.0237
62,20,"Thursday, February 07, 2019 - Soccer",FC Empoli,0,0%,-,+262,-,-,+270,+262,-,-,-,+262,-,-,+311,+262,-,-,+313,+262,-,-,+293,+262,-,-,+302,+262,-,-,+280,277.1538,0.2658,0.2458,313,0.2421,1,0,0.0152,0.004841533546325879,306.83,4.0683,4.1297,0.0063,0.0086,4.0069,0.0067,0.0093
63,21,"Thursday, February 07, 2019 - Soccer",Draw,0,57%,-363,+253,-,-,-,+253,-,-,-,+253,-,-,-,+253,-,-,-,+253,-,-,-,+253,-,-,-,+253,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
64,21,"Friday, February 08, 2019 - Soccer",AC Chievo Verona,0,43%,+696,-119,-,-,-,-119,-,-,-,-119,-,-,-,-119,-,-,-,-119,-,-,-,-119,-,-,-,-119,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
65,21,"Friday, February 08, 2019 - Soccer",AS Roma,0,0%,+375,+242,-,-,-,+242,-,-,-,+242,-,-,-,+242,-,-,-,+242,-,-,-,+242,-,-,-,+242,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
66,22,"Friday, February 08, 2019 - Soccer",Draw,0,47%,-,-383,-,-,-,-383,-,-,-,-383,-,-,-,-383,-,-,-,-383,-,-,-,-383,-,-,-,-383,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
67,22,"Saturday, February 09, 2019 - Soccer",ACF Fiorentina,0,53%,-,+705,-,-,-,+705,-,-,-,+705,-,-,-,+705,-,-,-,+705,-,-,-,+705,-,-,-,+705,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
68,22,"Saturday, February 09, 2019 - Soccer",SSC Napoli,0,0%,-,+394,-,-,-,+394,-,-,-,+394,-,-,-,+394,-,-,-,+394,-,-,-,+394,-,-,-,+394,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
