,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm
0,0,"Sat Jan 26, 2019",San Antonio,0,60%,-105,-185,-190,-200,-180,-210,-190,-190,-180,-200,-180,-200,-190,-195,-196,-196,-196,-195,-,-,-200,-200,-175,-190,-200,-210,-175,-,-200,-192.92,0.6582523735366966,0.6182523735366966,-175,0.6363636363636364,0,1,0.5714285714285714,-1,1,-0.5714285714285714,-0.028460555870905346,0.028460555870905346,-161.95316766327764,-158.77761535615454
1,0,"Sat Jan 26, 2019",New Orleans,0,40%,-125,+166,+175,+170,+160,+175,+165,+165,+160,+170,+160,+170,+175,+166,+166,+166,+166,+165,-,-,+170,+170,+151,+165,+170,+175,+168,-,+170,167.16,0.3744663245691541,0.3344663245691541,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.0802176074348262,0.0802176074348262,198.9837620538209,202.96343729489732
2,1,"Sat Jan 26, 2019",Indiana,0,54%,-145,-190,-190,-195,-195,-200,-200,-190,-200,-195,-195,-200,-190,-196,-200,-200,-200,-200,-,-,-200,-195,-195,-200,-200,-200,-187,-,-200,-196.52,0.6626875249266946,0.6226875249266945,-187,0.6515679442508711,0,1,0.5347593582887701,-1,1,-0.5347593582887701,-0.044324493829083766,0.044324493829083766,-165.0323183207014,-161.79639051049153
3,1,"Sat Jan 26, 2019",Memphis,0,46%,+125,+171,+175,+166,+170,+170,+170,+165,+170,+166,+170,+170,+175,+168,+170,+170,+170,+170,-,-,+165,+166,+166,+170,+170,+170,+177,-,+170,169.6,0.37096332563224993,0.33096332563224995,177,0.36101083032490977,0,1,1.77,-1,1,-1.77,-0.08323158799866759,0.08323158799866759,202.14828126036855,206.1912468855759
4,2,"Sat Jan 26, 2019",Golden State,0,52%,-135,-169,-165,-195,-175,-180,-175,-165,-180,-195,-175,-170,-165,-175,-169,-169,-169,-185,-,-,-200,-195,-170,-175,-180,-180,-161,-,-170,-176.28,0.6375507952617446,0.5975507952617446,-161,0.6168582375478927,0,1,0.6211180124223602,-1,1,-0.6211180124223602,-0.031299642463879895,0.031299642463879895,-148.47856281648743,-145.56721844753667
5,2,"Sat Jan 26, 2019",Boston,0,48%,+115,+152,+155,+166,+155,+160,+155,+145,+160,+166,+155,+150,+155,+149,+149,+149,+149,+155,-,-,+170,+166,+148,+155,+160,+160,+154,-,+150,155.52,0.3916036182286291,0.3516036182286291,170,0.37037037037037035,0,1,1.7,-1,1,-1.7,-0.050670230782701386,0.050670230782701386,184.41118013460067,188.09940373729268
6,3,"Sat Jan 26, 2019",Philadelphia,0,97%,+245,+439,+450,+428,+440,+390,+450,+410,+430,+428,+440,+425,+450,+433,+425,+425,+425,+425,-,-,+395,+428,+428,+425,+450,+390,+400,-,+425,426.16,0.19026557401117608,0.15026557401117607,450,0.18181818181818182,0,1,4.5,-1,1,-4.5,-0.17353934293853168,0.17353934293853168,565.4884237993358,576.7981922753225
7,3,"Sat Jan 26, 2019",Denver,0,3%,-290,-521,-525,-570,-535,-580,-600,-550,-550,-570,-535,-550,-525,-562,-575,-575,-575,-575,-,-,-515,-570,-570,-550,-600,-580,-480,-,-550,-555.52,0.8471706293345413,0.8071706293345413,-480,0.8275862068965517,0,1,0.20833333333333334,-1,1,-0.20833333333333334,-0.024668822887429248,0.024668822887429248,-418.59319799104077,-410.3854882265105
8,4,"Sat Jan 26, 2019",Atlanta,0,43%,+500,+364,+380,+371,+355,+345,+370,+360,+360,+371,+355,+350,+380,+359,+358,+467,+467,+380,-,-,+385,+371,+371,+370,+350,+345,+385,-,+350,372.76,0.21228257315375265,0.17228257315375264,467,0.1763668430335097,0,1,4.67,-1,1,-4.67,-0.023157810218222497,0.023157810218222497,480.4417601236751,490.05059532614865
9,4,"Sat Jan 26, 2019",Portland,0,57%,-700,-423,-430,-480,-425,-490,-470,-470,-460,-480,-425,-450,-430,-450,-458,-642,-642,-515,-,-,-510,-480,-480,-470,-450,-490,-400,-,-450,-474.8,0.8245758828094719,0.7845758828094719,-400,0.8,0,1,0.25,-1,1,-0.25,-0.01928014648816015,0.01928014648816015,-364.20057932305104,-357.05939149318726
